item_id,order_id,product_id,quantity,unit_price,line_total
ITEM-69,ORD-5026,PROD-280,6,444.94,2669.64
ITEM-70,ORD-5027,PROD-236,10,308.75,3087.5
ITEM-71,ORD-5027,PROD-208,6,102.81,616.86
ITEM-72,ORD-5027,PROD-265,2,324.48,648.96
ITEM-73,ORD-5028,PROD-237,2,308.91,617.82
ITEM-74,ORD-5028,PROD-212,10,549.28,5492.8
ITEM-75,ORD-5028,PROD-277,9,399.46,3595.14
ITEM-76,ORD-5029,PROD-274,11,232.5,2557.5
ITEM-77,ORD-5029,PROD-225,6,97.9,587.4
ITEM-78,ORD-5029,PROD-278,8,86.74,693.92
ITEM-79,ORD-5029,PROD-265,3,324.48,973.44
ITEM-80,ORD-5030,PROD-206,4,377.22,1508.88
ITEM-81,ORD-5030,PROD-257,8,679.94,5439.52
ITEM-82,ORD-5031,PROD-237,7,308.91,2162.37
ITEM-83,ORD-5031,PROD-253,6,190.77,1144.62
ITEM-84,ORD-5031,PROD-277,1,399.46,399.46
ITEM-85,ORD-5032,PROD-278,3,86.74,260.22
ITEM-86,ORD-5032,PROD-243,2,558.33,1116.66
ITEM-87,ORD-5032,PROD-275,11,857.45,9431.95
ITEM-88,ORD-5033,PROD-217,10,193.96,1939.6
ITEM-89,ORD-5033,PROD-211,5,94.01,470.05
ITEM-90,ORD-5033,PROD-272,7,783.57,5484.99
ITEM-91,ORD-5033,PROD-243,3,558.33,1674.99
ITEM-92,ORD-5034,PROD-244,8,200.58,1604.64
ITEM-93,ORD-5034,PROD-225,4,97.9,391.6
ITEM-94,ORD-5035,PROD-244,10,200.58,2005.8
ITEM-95,ORD-5036,PROD-280,3,444.94,1334.82
ITEM-96,ORD-5036,PROD-257,1,679.94,679.94
ITEM-97,ORD-5037,PROD-269,4,109.97,439.88
ITEM-98,ORD-5037,PROD-240,8,143.3,1146.4
ITEM-99,ORD-5038,PROD-237,7,308.91,2162.37
ITEM-100,ORD-5038,PROD-265,9,324.48,2920.32
ITEM-101,ORD-5038,PROD-254,3,610.74,1832.22
ITEM-102,ORD-5038,PROD-226,10,360.11,3601.1
ITEM-103,ORD-5039,PROD-271,2,769.84,1539.68
ITEM-104,ORD-5039,PROD-267,2,136.97,273.94
ITEM-105,ORD-5039,PROD-237,2,308.91,617.82
ITEM-106,ORD-5040,PROD-258,6,661.73,3970.38
ITEM-107,ORD-5040,PROD-204,7,464.33,3250.31
ITEM-108,ORD-5041,PROD-211,6,94.01,564.06
ITEM-109,ORD-5041,PROD-229,1,607.86,607.86
ITEM-110,ORD-5041,PROD-241,2,535.01,1070.02
ITEM-111,ORD-5041,PROD-243,3,558.33,1674.99
ITEM-112,ORD-5042,PROD-258,10,661.73,6617.3
ITEM-113,ORD-5042,PROD-201,2,595.65,1191.3
ITEM-114,ORD-5042,PROD-203,5,294.59,1472.95
ITEM-115,ORD-5042,PROD-228,3,379.58,1138.74
ITEM-116,ORD-5043,PROD-216,1,644.09,644.09
ITEM-117,ORD-5043,PROD-231,7,834.06,5838.42
ITEM-118,ORD-5043,PROD-280,8,444.94,3559.52
ITEM-119,ORD-5044,PROD-266,10,791.47,7914.7
ITEM-120,ORD-5045,PROD-231,10,834.06,8340.6
ITEM-121,ORD-5045,PROD-254,3,610.74,1832.22
ITEM-122,ORD-5045,PROD-211,9,94.01,846.09
ITEM-123,ORD-5046,PROD-250,8,446.97,3575.76
ITEM-124,ORD-5047,PROD-246,2,67.93,135.86
ITEM-125,ORD-5048,PROD-275,12,857.45,10289.4
ITEM-126,ORD-5049,PROD-260,12,347.74,4172.88
ITEM-127,ORD-5049,PROD-262,11,240.03,2640.33
ITEM-128,ORD-5050,PROD-226,1,360.11,360.11
ITEM-129,ORD-5050,PROD-226,1,360.11,360.11
ITEM-130,ORD-5050,PROD-241,5,535.01,2675.05
ITEM-131,ORD-5051,PROD-205,11,93.24,1025.64
ITEM-132,ORD-5051,PROD-225,5,97.9,489.5
ITEM-133,ORD-5051,PROD-246,1,67.93,67.93
ITEM-134,ORD-5052,PROD-257,7,679.94,4759.58
ITEM-135,ORD-5052,PROD-244,3,200.58,601.74
ITEM-136,ORD-5052,PROD-264,12,349.38,4192.56
ITEM-137,ORD-5052,PROD-264,6,349.38,2096.28
ITEM-138,ORD-5053,PROD-256,10,583.81,5838.1
ITEM-139,ORD-5054,PROD-240,8,143.3,1146.4
ITEM-140,ORD-5054,PROD-278,12,86.74,1040.88
ITEM-141,ORD-5054,PROD-255,3,328.87,986.61
ITEM-142,ORD-5055,PROD-236,11,308.75,3396.25
ITEM-143,ORD-5055,PROD-208,2,102.81,205.62
ITEM-144,ORD-5055,PROD-252,6,226.76,1360.56
ITEM-145,ORD-5055,PROD-266,12,791.47,9497.64
ITEM-146,ORD-5056,PROD-205,3,93.24,279.72
ITEM-147,ORD-5056,PROD-209,4,102.91,411.64
ITEM-148,ORD-5056,PROD-247,6,517.12,3102.72
ITEM-149,ORD-5056,PROD-250,10,446.97,4469.7
ITEM-150,ORD-5057,PROD-274,3,232.5,697.5
ITEM-151,ORD-5058,PROD-232,2,518.84,1037.68
ITEM-152,ORD-5058,PROD-204,12,464.33,5571.96
ITEM-153,ORD-5058,PROD-224,8,809.8,6478.4
ITEM-154,ORD-5059,PROD-234,12,182.71,2192.52
ITEM-155,ORD-5059,PROD-258,4,661.73,2646.92
ITEM-156,ORD-5059,PROD-279,5,296.71,1483.55
ITEM-157,ORD-5060,PROD-223,12,361.67,4340.04
ITEM-158,ORD-5060,PROD-257,2,679.94,1359.88
ITEM-159,ORD-5060,PROD-241,11,535.01,5885.11
ITEM-160,ORD-5060,PROD-245,12,395.72,4748.64
ITEM-161,ORD-5061,PROD-247,9,517.12,4654.08
ITEM-162,ORD-5061,PROD-229,2,607.86,1215.72
ITEM-163,ORD-5062,PROD-271,10,769.84,7698.4
ITEM-164,ORD-5062,PROD-248,8,368.76,2950.08
ITEM-165,ORD-5062,PROD-271,3,769.84,2309.52
ITEM-166,ORD-5063,PROD-268,7,550.35,3852.45
ITEM-167,ORD-5063,PROD-253,10,190.77,1907.7
ITEM-168,ORD-5063,PROD-210,3,175.23,525.69
ITEM-169,ORD-5063,PROD-241,11,535.01,5885.11
ITEM-170,ORD-5064,PROD-271,11,769.84,8468.24
ITEM-171,ORD-5064,PROD-276,3,846.44,2539.32
ITEM-172,ORD-5065,PROD-239,3,346.2,1038.6
ITEM-173,ORD-5065,PROD-221,6,547.34,3284.04
ITEM-174,ORD-5066,PROD-271,5,769.84,3849.2
ITEM-175,ORD-5066,PROD-217,11,193.96,2133.56
ITEM-176,ORD-5067,PROD-222,11,810.62,8916.82
ITEM-177,ORD-5067,PROD-280,12,444.94,5339.28
ITEM-178,ORD-5068,PROD-227,10,663.16,6631.6
ITEM-179,ORD-5068,PROD-254,10,610.74,6107.4
ITEM-180,ORD-5068,PROD-204,8,464.33,3714.64
ITEM-181,ORD-5069,PROD-210,12,175.23,2102.76
ITEM-182,ORD-5069,PROD-208,3,102.81,308.43
ITEM-183,ORD-5069,PROD-257,7,679.94,4759.58
ITEM-184,ORD-5069,PROD-262,8,240.03,1920.24
ITEM-185,ORD-5070,PROD-245,7,395.72,2770.04
ITEM-186,ORD-5070,PROD-217,6,193.96,1163.76
ITEM-187,ORD-5070,PROD-266,9,791.47,7123.23
ITEM-188,ORD-5071,PROD-219,2,370.83,741.66
ITEM-189,ORD-5071,PROD-207,5,670.14,3350.7
ITEM-190,ORD-5072,PROD-274,12,232.5,2790.0
ITEM-191,ORD-5072,PROD-241,4,535.01,2140.04
ITEM-192,ORD-5072,PROD-221,8,547.34,4378.72
ITEM-193,ORD-5073,PROD-212,7,549.28,3844.96
ITEM-194,ORD-5074,PROD-207,1,670.14,670.14
ITEM-195,ORD-5074,PROD-237,8,308.91,2471.28
ITEM-196,ORD-5074,PROD-277,11,399.46,4394.06
ITEM-197,ORD-5075,PROD-218,5,139.04,695.2
ITEM-198,ORD-5075,PROD-247,7,517.12,3619.84
ITEM-199,ORD-5075,PROD-247,1,517.12,517.12
ITEM-200,ORD-5075,PROD-252,1,226.76,226.76
ITEM-201,ORD-5076,PROD-265,8,324.48,2595.84
ITEM-202,ORD-5076,PROD-271,5,769.84,3849.2
ITEM-203,ORD-5076,PROD-280,11,444.94,4894.34
ITEM-204,ORD-5076,PROD-279,2,296.71,593.42
ITEM-205,ORD-5077,PROD-219,4,370.83,1483.32
ITEM-206,ORD-5077,PROD-278,9,86.74,780.66
ITEM-207,ORD-5077,PROD-252,9,226.76,2040.84
ITEM-208,ORD-5078,PROD-267,8,136.97,1095.76
ITEM-209,ORD-5078,PROD-220,10,226.7,2267.0
ITEM-210,ORD-5078,PROD-266,3,791.47,2374.41
ITEM-211,ORD-5078,PROD-242,10,83.53,835.3
ITEM-212,ORD-5079,PROD-265,9,324.48,2920.32
ITEM-213,ORD-5079,PROD-269,8,109.97,879.76
ITEM-214,ORD-5079,PROD-273,5,544.93,2724.65
ITEM-215,ORD-5080,PROD-254,10,610.74,6107.4
ITEM-216,ORD-5081,PROD-275,10,857.45,8574.5
ITEM-217,ORD-5081,PROD-230,12,132.18,1586.16
ITEM-218,ORD-5081,PROD-207,10,670.14,6701.4
ITEM-219,ORD-5082,PROD-225,1,97.9,97.9
ITEM-220,ORD-5083,PROD-253,9,190.77,1716.93
ITEM-221,ORD-5083,PROD-279,8,296.71,2373.68
ITEM-222,ORD-5084,PROD-268,7,550.35,3852.45
ITEM-223,ORD-5084,PROD-241,3,535.01,1605.03
ITEM-224,ORD-5084,PROD-259,9,302.83,2725.47
ITEM-225,ORD-5084,PROD-244,9,200.58,1805.22
ITEM-226,ORD-5085,PROD-225,4,97.9,391.6
ITEM-227,ORD-5085,PROD-236,9,308.75,2778.75
ITEM-228,ORD-5085,PROD-239,4,346.2,1384.8
ITEM-229,ORD-5085,PROD-239,5,346.2,1731.0
ITEM-230,ORD-5086,PROD-237,2,308.91,617.82
ITEM-231,ORD-5086,PROD-274,11,232.5,2557.5
ITEM-232,ORD-5086,PROD-270,7,315.74,2210.18
ITEM-233,ORD-5087,PROD-237,12,308.91,3706.92
ITEM-234,ORD-5088,PROD-269,5,109.97,549.85
ITEM-235,ORD-5088,PROD-272,12,783.57,9402.84
ITEM-236,ORD-5089,PROD-232,1,518.84,518.84
ITEM-237,ORD-5089,PROD-268,4,550.35,2201.4
ITEM-238,ORD-5090,PROD-201,9,595.65,5360.85
ITEM-239,ORD-5090,PROD-221,7,547.34,3831.38
ITEM-240,ORD-5091,PROD-237,11,308.91,3398.01
ITEM-241,ORD-5091,PROD-208,2,102.81,205.62
ITEM-242,ORD-5091,PROD-274,4,232.5,930.0
ITEM-243,ORD-5092,PROD-264,3,349.38,1048.14
ITEM-244,ORD-5092,PROD-238,1,505.99,505.99
ITEM-245,ORD-5092,PROD-202,5,137.78,688.9
ITEM-246,ORD-5092,PROD-273,10,544.93,5449.3
ITEM-247,ORD-5093,PROD-218,9,139.04,1251.36
ITEM-248,ORD-5093,PROD-260,5,347.74,1738.7
ITEM-249,ORD-5093,PROD-225,2,97.9,195.8
ITEM-250,ORD-5093,PROD-243,3,558.33,1674.99
ITEM-251,ORD-5094,PROD-238,10,505.99,5059.9
ITEM-252,ORD-5094,PROD-225,3,97.9,293.7
ITEM-253,ORD-5094,PROD-279,11,296.71,3263.81
ITEM-254,ORD-5095,PROD-224,3,809.8,2429.4
ITEM-255,ORD-5096,PROD-250,4,446.97,1787.88
ITEM-256,ORD-5096,PROD-258,5,661.73,3308.65
ITEM-257,ORD-5096,PROD-243,5,558.33,2791.65
ITEM-258,ORD-5097,PROD-231,1,834.06,834.06
ITEM-259,ORD-5097,PROD-216,8,644.09,5152.72
ITEM-260,ORD-5097,PROD-240,3,143.3,429.9
ITEM-261,ORD-5098,PROD-248,10,368.76,3687.6
ITEM-262,ORD-5098,PROD-229,4,607.86,2431.44
ITEM-263,ORD-5098,PROD-218,8,139.04,1112.32
ITEM-264,ORD-5099,PROD-271,8,769.84,6158.72
ITEM-265,ORD-5099,PROD-269,11,109.97,1209.67
ITEM-266,ORD-5099,PROD-228,4,379.58,1518.32
ITEM-267,ORD-5099,PROD-277,2,399.46,798.92
ITEM-268,ORD-5100,PROD-271,9,769.84,6928.56
ITEM-269,ORD-5101,PROD-267,8,136.97,1095.76
ITEM-270,ORD-5101,PROD-215,11,281.06,3091.66
ITEM-271,ORD-5101,PROD-227,12,663.16,7957.92
ITEM-272,ORD-5102,PROD-266,7,791.47,5540.29
ITEM-273,ORD-5102,PROD-259,10,302.83,3028.3
ITEM-274,ORD-5103,PROD-233,1,413.62,413.62
ITEM-275,ORD-5103,PROD-228,10,379.58,3795.8
ITEM-276,ORD-5103,PROD-210,1,175.23,175.23
ITEM-277,ORD-5103,PROD-255,6,328.87,1973.22
ITEM-278,ORD-5104,PROD-237,7,308.91,2162.37
ITEM-279,ORD-5105,PROD-249,2,317.99,635.98
ITEM-280,ORD-5105,PROD-270,3,315.74,947.22
ITEM-281,ORD-5105,PROD-245,2,395.72,791.44
ITEM-282,ORD-5105,PROD-223,9,361.67,3255.03
ITEM-283,ORD-5106,PROD-239,8,346.2,2769.6
ITEM-284,ORD-5107,PROD-259,6,302.83,1816.98
ITEM-285,ORD-5107,PROD-220,5,226.7,1133.5
ITEM-286,ORD-5108,PROD-231,4,834.06,3336.24
ITEM-287,ORD-5109,PROD-252,8,226.76,1814.08
ITEM-288,ORD-5110,PROD-274,6,232.5,1395.0
ITEM-289,ORD-5110,PROD-274,10,232.5,2325.0
ITEM-290,ORD-5111,PROD-253,5,190.77,953.85
ITEM-291,ORD-5111,PROD-236,1,308.75,308.75
ITEM-292,ORD-5112,PROD-207,6,670.14,4020.84
ITEM-293,ORD-5112,PROD-249,9,317.99,2861.91
ITEM-294,ORD-5112,PROD-241,12,535.01,6420.12
ITEM-295,ORD-5112,PROD-254,7,610.74,4275.18
ITEM-296,ORD-5113,PROD-231,4,834.06,3336.24
ITEM-297,ORD-5113,PROD-239,12,346.2,4154.4
ITEM-298,ORD-5113,PROD-219,8,370.83,2966.64
ITEM-299,ORD-5113,PROD-208,9,102.81,925.29
ITEM-300,ORD-5114,PROD-227,6,663.16,3978.96
ITEM-301,ORD-5114,PROD-211,8,94.01,752.08
ITEM-302,ORD-5114,PROD-248,2,368.76,737.52
ITEM-303,ORD-5115,PROD-210,4,175.23,700.92
ITEM-304,ORD-5116,PROD-239,1,346.2,346.2
ITEM-305,ORD-5116,PROD-228,4,379.58,1518.32
ITEM-306,ORD-5116,PROD-216,12,644.09,7729.08
ITEM-307,ORD-5117,PROD-231,9,834.06,7506.54
ITEM-308,ORD-5117,PROD-242,5,83.53,417.65
ITEM-309,ORD-5117,PROD-249,8,317.99,2543.92
ITEM-310,ORD-5117,PROD-269,11,109.97,1209.67
ITEM-311,ORD-5118,PROD-261,6,675.6,4053.6
ITEM-312,ORD-5119,PROD-219,1,370.83,370.83
ITEM-313,ORD-5119,PROD-234,9,182.71,1644.39
ITEM-314,ORD-5120,PROD-226,6,360.11,2160.66
ITEM-315,ORD-5120,PROD-230,7,132.18,925.26
ITEM-316,ORD-5121,PROD-233,8,413.62,3308.96
ITEM-317,ORD-5121,PROD-263,8,273.13,2185.04
ITEM-318,ORD-5121,PROD-222,12,810.62,9727.44
ITEM-319,ORD-5122,PROD-270,11,315.74,3473.14
ITEM-320,ORD-5122,PROD-208,9,102.81,925.29
ITEM-321,ORD-5123,PROD-253,3,190.77,572.31
ITEM-322,ORD-5124,PROD-208,10,102.81,1028.1
ITEM-323,ORD-5124,PROD-279,8,296.71,2373.68
ITEM-324,ORD-5124,PROD-263,1,273.13,273.13
ITEM-325,ORD-5125,PROD-268,12,550.35,6604.2
ITEM-326,ORD-5126,PROD-223,2,361.67,723.34
ITEM-327,ORD-5126,PROD-213,9,579.99,5219.91
ITEM-328,ORD-5126,PROD-220,4,226.7,906.8
ITEM-329,ORD-5126,PROD-225,10,97.9,979.0
ITEM-330,ORD-5127,PROD-252,8,226.76,1814.08
ITEM-331,ORD-5127,PROD-273,4,544.93,2179.72
ITEM-332,ORD-5127,PROD-229,5,607.86,3039.3
ITEM-333,ORD-5128,PROD-252,7,226.76,1587.32
ITEM-334,ORD-5129,PROD-264,7,349.38,2445.66
ITEM-335,ORD-5130,PROD-273,8,544.93,4359.44
ITEM-336,ORD-5130,PROD-235,1,743.74,743.74
ITEM-337,ORD-5131,PROD-203,4,294.59,1178.36
ITEM-338,ORD-5131,PROD-276,3,846.44,2539.32
ITEM-339,ORD-5131,PROD-251,2,345.08,690.16
ITEM-340,ORD-5132,PROD-250,12,446.97,5363.64
ITEM-341,ORD-5132,PROD-218,12,139.04,1668.48
ITEM-342,ORD-5132,PROD-211,9,94.01,846.09
ITEM-343,ORD-5133,PROD-244,10,200.58,2005.8
ITEM-344,ORD-5134,PROD-258,8,661.73,5293.84
ITEM-345,ORD-5134,PROD-230,6,132.18,793.08
ITEM-346,ORD-5134,PROD-271,7,769.84,5388.88
ITEM-347,ORD-5135,PROD-211,10,94.01,940.1
ITEM-348,ORD-5135,PROD-238,4,505.99,2023.96
ITEM-349,ORD-5135,PROD-210,2,175.23,350.46
ITEM-350,ORD-5135,PROD-235,3,743.74,2231.22
ITEM-351,ORD-5136,PROD-214,2,271.18,542.36
ITEM-352,ORD-5136,PROD-201,5,595.65,2978.25
ITEM-353,ORD-5136,PROD-257,6,679.94,4079.64
ITEM-354,ORD-5137,PROD-258,9,661.73,5955.57
ITEM-355,ORD-5137,PROD-272,9,783.57,7052.13
ITEM-356,ORD-5137,PROD-253,2,190.77,381.54
ITEM-357,ORD-5137,PROD-204,2,464.33,928.66
ITEM-358,ORD-5138,PROD-238,7,505.99,3541.93
ITEM-359,ORD-5139,PROD-249,3,317.99,953.97
ITEM-360,ORD-5139,PROD-218,5,139.04,695.2
ITEM-361,ORD-5140,PROD-256,5,583.81,2919.05
ITEM-362,ORD-5140,PROD-254,5,610.74,3053.7
ITEM-363,ORD-5141,PROD-277,10,399.46,3994.6
ITEM-364,ORD-5141,PROD-226,8,360.11,2880.88
ITEM-365,ORD-5141,PROD-214,3,271.18,813.54
ITEM-366,ORD-5141,PROD-239,1,346.2,346.2
ITEM-367,ORD-5142,PROD-257,6,679.94,4079.64
ITEM-368,ORD-5142,PROD-256,11,583.81,6421.91
ITEM-369,ORD-5142,PROD-277,3,399.46,1198.38
ITEM-370,ORD-5143,PROD-238,12,505.99,6071.88
ITEM-371,ORD-5143,PROD-263,10,273.13,2731.3
ITEM-372,ORD-5143,PROD-232,6,518.84,3113.04
ITEM-373,ORD-5144,PROD-271,1,769.84,769.84
ITEM-374,ORD-5144,PROD-260,12,347.74,4172.88
ITEM-375,ORD-5145,PROD-264,3,349.38,1048.14
ITEM-376,ORD-5145,PROD-239,4,346.2,1384.8
ITEM-377,ORD-5145,PROD-233,11,413.62,4549.82
ITEM-378,ORD-5145,PROD-220,12,226.7,2720.4
ITEM-379,ORD-5146,PROD-275,7,857.45,6002.15
ITEM-380,ORD-5146,PROD-269,9,109.97,989.73
ITEM-381,ORD-5146,PROD-254,9,610.74,5496.66
ITEM-382,ORD-5146,PROD-205,6,93.24,559.44
ITEM-383,ORD-5147,PROD-246,3,67.93,203.79
ITEM-384,ORD-5147,PROD-279,1,296.71,296.71
ITEM-385,ORD-5148,PROD-213,5,579.99,2899.95
ITEM-386,ORD-5149,PROD-258,6,661.73,3970.38
ITEM-387,ORD-5149,PROD-251,8,345.08,2760.64
ITEM-388,ORD-5150,PROD-214,5,271.18,1355.9
ITEM-389,ORD-5150,PROD-254,2,610.74,1221.48
ITEM-390,ORD-5150,PROD-215,12,281.06,3372.72
ITEM-391,ORD-5150,PROD-219,6,370.83,2224.98
ITEM-392,ORD-5151,PROD-245,8,395.72,3165.76
ITEM-393,ORD-5151,PROD-213,8,579.99,4639.92
ITEM-394,ORD-5151,PROD-258,6,661.73,3970.38
ITEM-395,ORD-5151,PROD-209,5,102.91,514.55
ITEM-396,ORD-5152,PROD-222,12,810.62,9727.44
ITEM-397,ORD-5153,PROD-272,7,783.57,5484.99
ITEM-398,ORD-5153,PROD-260,4,347.74,1390.96
ITEM-399,ORD-5153,PROD-252,11,226.76,2494.36
ITEM-400,ORD-5154,PROD-204,12,464.33,5571.96
ITEM-401,ORD-5154,PROD-279,4,296.71,1186.84
ITEM-402,ORD-5154,PROD-258,10,661.73,6617.3
ITEM-403,ORD-5154,PROD-255,7,328.87,2302.09
ITEM-404,ORD-5155,PROD-269,3,109.97,329.91
ITEM-405,ORD-5156,PROD-268,11,550.35,6053.85
ITEM-406,ORD-5156,PROD-241,10,535.01,5350.1
ITEM-407,ORD-5156,PROD-250,10,446.97,4469.7
ITEM-408,ORD-5156,PROD-251,10,345.08,3450.8
ITEM-409,ORD-5157,PROD-239,10,346.2,3462.0
ITEM-410,ORD-5157,PROD-276,2,846.44,1692.88
ITEM-411,ORD-5158,PROD-224,6,809.8,4858.8
ITEM-412,ORD-5159,PROD-274,7,232.5,1627.5
ITEM-413,ORD-5159,PROD-255,3,328.87,986.61
ITEM-414,ORD-5160,PROD-263,5,273.13,1365.65
ITEM-415,ORD-5160,PROD-218,3,139.04,417.12
ITEM-416,ORD-5161,PROD-250,9,446.97,4022.73
ITEM-417,ORD-5161,PROD-265,11,324.48,3569.28
ITEM-418,ORD-5162,PROD-263,3,273.13,819.39
ITEM-419,ORD-5162,PROD-211,10,94.01,940.1
ITEM-420,ORD-5162,PROD-204,4,464.33,1857.32
ITEM-421,ORD-5162,PROD-238,1,505.99,505.99
ITEM-422,ORD-5163,PROD-273,12,544.93,6539.16
ITEM-423,ORD-5163,PROD-264,9,349.38,3144.42
ITEM-424,ORD-5163,PROD-266,2,791.47,1582.94
ITEM-425,ORD-5163,PROD-274,2,232.5,465.0
ITEM-426,ORD-5164,PROD-257,9,679.94,6119.46
ITEM-427,ORD-5165,PROD-205,8,93.24,745.92
ITEM-428,ORD-5165,PROD-234,6,182.71,1096.26
ITEM-429,ORD-5165,PROD-212,8,549.28,4394.24
ITEM-430,ORD-5166,PROD-222,10,810.62,8106.2
ITEM-431,ORD-5166,PROD-218,4,139.04,556.16
ITEM-432,ORD-5166,PROD-227,1,663.16,663.16
ITEM-433,ORD-5166,PROD-273,6,544.93,3269.58
ITEM-434,ORD-5167,PROD-238,5,505.99,2529.95
ITEM-435,ORD-5167,PROD-274,5,232.5,1162.5
ITEM-436,ORD-5167,PROD-266,11,791.47,8706.17
ITEM-437,ORD-5168,PROD-217,12,193.96,2327.52
ITEM-438,ORD-5168,PROD-217,4,193.96,775.84
ITEM-439,ORD-5168,PROD-219,12,370.83,4449.96
ITEM-440,ORD-5169,PROD-274,11,232.5,2557.5
ITEM-441,ORD-5169,PROD-235,11,743.74,8181.14
ITEM-442,ORD-5170,PROD-252,9,226.76,2040.84
ITEM-443,ORD-5171,PROD-259,11,302.83,3331.13
ITEM-444,ORD-5172,PROD-255,4,328.87,1315.48
ITEM-445,ORD-5172,PROD-264,5,349.38,1746.9
ITEM-446,ORD-5173,PROD-273,8,544.93,4359.44
ITEM-447,ORD-5173,PROD-244,11,200.58,2206.38
ITEM-448,ORD-5174,PROD-216,3,644.09,1932.27
ITEM-449,ORD-5175,PROD-221,5,547.34,2736.7
ITEM-450,ORD-5175,PROD-212,11,549.28,6042.08
ITEM-451,ORD-5175,PROD-247,5,517.12,2585.6
ITEM-452,ORD-5176,PROD-255,11,328.87,3617.57
ITEM-453,ORD-5176,PROD-212,12,549.28,6591.36
