invoice_id,customer_id,order_id,issue_date,due_date,amount,status
INV-3112,CUST-1087,ORD-5112,2026-08-28,2026-09-27,17578.05,Pending
INV-3113,CUST-1049,ORD-5113,2026-08-12,2026-09-11,11382.57,Paid
INV-3114,CUST-1018,ORD-5114,2026-08-25,2026-09-24,5468.56,Pending
INV-3115,CUST-1007,ORD-5115,2026-08-18,2026-09-17,700.92,Pending
INV-3116,CUST-1028,ORD-5116,2026-08-31,2026-09-30,9593.6,Pending
INV-3117,CUST-1090,ORD-5117,2026-09-08,2026-10-08,11677.78,Pending
INV-3118,CUST-1066,ORD-5118,2026-09-01,2026-10-01,4053.6,Pending
INV-3119,CUST-1041,ORD-5119,2026-08-27,2026-09-26,2015.22,Pending
INV-3120,CUST-1093,ORD-5120,2026-08-27,2026-09-26,3085.92,Pending
INV-3121,CUST-1064,ORD-5121,2026-09-05,2026-10-05,15221.44,Pending
INV-3122,CUST-1018,ORD-5122,2026-09-04,2026-10-04,4398.43,Pending
INV-3123,CUST-1105,ORD-5123,2026-09-12,2026-10-12,572.31,Pending
INV-3124,CUST-1028,ORD-5124,2026-09-02,2026-10-02,3674.91,Pending
INV-3125,CUST-1071,ORD-5125,2026-08-27,2026-09-26,6604.2,Pending
INV-3126,CUST-1037,ORD-5126,2026-08-02,2026-09-01,7829.05,Paid
INV-3127,CUST-1102,ORD-5127,2026-08-26,2026-09-25,7033.1,Pending
INV-3128,CUST-1110,ORD-5128,2026-09-11,2026-10-11,1587.32,Pending
INV-3129,CUST-1082,ORD-5129,2026-08-01,2026-08-31,2445.66,Paid
INV-3130,CUST-1118,ORD-5130,2026-08-03,2026-09-02,5103.18,Paid
INV-3131,CUST-1085,ORD-5131,2026-08-03,2026-09-02,4407.84,Paid
INV-3132,CUST-1073,ORD-5132,2026-08-25,2026-09-24,7878.21,Pending
INV-3133,CUST-1013,ORD-5133,2026-08-28,2026-09-27,2005.8,Pending
INV-3134,CUST-1051,ORD-5134,2026-08-21,2026-09-20,11475.8,Pending
INV-3135,CUST-1088,ORD-5135,2026-09-07,2026-10-07,5545.74,Pending
INV-3136,CUST-1020,ORD-5136,2026-08-25,2026-09-24,7600.25,Pending
INV-3137,CUST-1017,ORD-5137,2026-08-06,2026-09-05,14317.9,Paid
INV-3138,CUST-1077,ORD-5138,2026-08-21,2026-09-20,3541.93,Pending
INV-3139,CUST-1093,ORD-5139,2026-09-05,2026-10-05,1649.17,Pending
INV-3140,CUST-1064,ORD-5140,2026-08-10,2026-09-09,5972.75,Overdue
INV-3141,CUST-1047,ORD-5141,2026-08-17,2026-09-16,8035.22,Pending
INV-3142,CUST-1108,ORD-5142,2026-09-09,2026-10-09,11699.93,Pending
INV-3143,CUST-1041,ORD-5143,2026-08-12,2026-09-11,11916.22,Paid
INV-3144,CUST-1015,ORD-5144,2026-09-06,2026-10-06,4942.72,Pending
INV-3145,CUST-1103,ORD-5145,2026-08-19,2026-09-18,9703.16,Pending
INV-3146,CUST-1010,ORD-5146,2026-08-29,2026-09-28,13047.98,Pending
INV-3147,CUST-1082,ORD-5147,2026-08-06,2026-09-05,500.5,Paid
INV-3148,CUST-1102,ORD-5148,2026-08-28,2026-09-27,2899.95,Pending
INV-3149,CUST-1096,ORD-5149,2026-09-03,2026-10-03,6731.02,Pending
INV-3150,CUST-1020,ORD-5150,2026-08-23,2026-09-22,8175.08,Pending
INV-3151,CUST-1059,ORD-5151,2026-08-14,2026-09-13,12290.61,Pending
INV-3152,CUST-1003,ORD-5152,2026-08-22,2026-09-21,9727.44,Pending
INV-3153,CUST-1023,ORD-5153,2026-09-05,2026-10-05,9370.31,Pending
INV-3154,CUST-1082,ORD-5154,2026-09-12,2026-10-12,15678.19,Pending
INV-3155,CUST-1097,ORD-5155,2026-08-05,2026-09-04,329.91,Paid
INV-3156,CUST-1015,ORD-5156,2026-08-17,2026-09-16,19324.45,Pending
INV-3157,CUST-1046,ORD-5157,2026-08-30,2026-09-29,5154.88,Pending
INV-3158,CUST-1016,ORD-5158,2026-08-16,2026-09-15,4858.8,Pending
INV-3159,CUST-1050,ORD-5159,2026-08-27,2026-09-26,2614.11,Pending
INV-3160,CUST-1069,ORD-5160,2026-09-11,2026-10-11,1782.77,Pending
INV-3161,CUST-1002,ORD-5161,2026-09-01,2026-10-01,7592.01,Pending
INV-3162,CUST-1088,ORD-5162,2026-09-01,2026-10-01,4122.8,Pending
INV-3163,CUST-1069,ORD-5163,2026-08-19,2026-09-18,11731.52,Pending
INV-3164,CUST-1106,ORD-5164,2026-08-24,2026-09-23,6119.46,Pending
INV-3165,CUST-1014,ORD-5165,2026-09-11,2026-10-11,6236.42,Pending
INV-3166,CUST-1089,ORD-5166,2026-08-23,2026-09-22,12595.1,Pending
INV-3167,CUST-1077,ORD-5167,2026-09-04,2026-10-04,12398.62,Pending
INV-3168,CUST-1097,ORD-5168,2026-08-27,2026-09-26,7553.32,Pending
INV-3169,CUST-1098,ORD-5169,2026-08-26,2026-09-25,10738.64,Pending
INV-3170,CUST-1058,ORD-5170,2026-08-05,2026-09-04,2040.84,Paid
INV-3171,CUST-1042,ORD-5171,2026-09-07,2026-10-07,3331.13,Pending
INV-3172,CUST-1102,ORD-5172,2026-09-04,2026-10-04,3062.38,Pending
INV-3173,CUST-1044,ORD-5173,2026-09-05,2026-10-05,6565.82,Pending
INV-3174,CUST-1013,ORD-5174,2026-09-10,2026-10-10,1932.27,Pending
INV-3175,CUST-1026,ORD-5175,2026-08-09,2026-09-08,11364.38,Paid
INV-3176,CUST-1051,ORD-5176,2026-09-10,2026-10-10,10208.93,Pending
INV-3177,CUST-1010,ORD-5177,2026-08-09,2026-09-08,2186.61,Paid
INV-3178,CUST-1089,ORD-5178,2026-08-09,2026-09-08,925.26,Paid
INV-3179,CUST-1048,ORD-5179,2026-08-20,2026-09-19,9152.4,Pending
INV-3180,CUST-1045,ORD-5180,2026-08-14,2026-09-13,4627.46,Pending
INV-3181,CUST-1018,ORD-5181,2026-08-08,2026-09-07,7345.31,Paid
INV-3182,CUST-1004,ORD-5182,2026-09-12,2026-10-12,4535.58,Pending
INV-3183,CUST-1064,ORD-5183,2026-08-25,2026-09-24,4642.1,Pending
INV-3184,CUST-1047,ORD-5184,2026-08-21,2026-09-20,11537.18,Pending
INV-3185,CUST-1002,ORD-5185,2026-08-17,2026-09-16,719.67,Pending
INV-3186,CUST-1081,ORD-5186,2026-09-02,2026-10-02,2950.88,Pending
INV-3187,CUST-1066,ORD-5187,2026-08-14,2026-09-13,10971.07,Pending
INV-3188,CUST-1032,ORD-5188,2026-08-06,2026-09-05,3028.3,Paid
INV-3189,CUST-1002,ORD-5189,2026-08-09,2026-09-08,3329.01,Paid
INV-3190,CUST-1096,ORD-5190,2026-08-18,2026-09-17,3908.31,Pending
INV-3191,CUST-1009,ORD-5191,2026-08-17,2026-09-16,2795.04,Pending
INV-3192,CUST-1008,ORD-5192,2026-09-01,2026-10-01,1933.52,Pending
INV-3193,CUST-1030,ORD-5193,2026-09-02,2026-10-02,551.12,Pending
INV-3194,CUST-1047,ORD-5194,2026-08-25,2026-09-24,3282.12,Pending
INV-3195,CUST-1054,ORD-5195,2026-08-21,2026-09-20,1395.0,Pending
INV-3196,CUST-1087,ORD-5196,2026-08-04,2026-09-03,590.49,Overdue
INV-3197,CUST-1100,ORD-5197,2026-08-20,2026-09-19,6158.72,Pending
INV-3198,CUST-1026,ORD-5198,2026-08-19,2026-09-18,10637.72,Pending
INV-3199,CUST-1098,ORD-5199,2026-08-16,2026-09-15,190.77,Pending
INV-3200,CUST-1045,ORD-5200,2026-09-10,2026-10-10,10654.63,Pending
INV-3201,CUST-1063,ORD-5201,2026-08-04,2026-09-03,4028.14,Paid
INV-3202,CUST-1013,ORD-5202,2026-09-02,2026-10-02,9494.98,Pending
INV-3203,CUST-1109,ORD-5203,2026-08-21,2026-09-20,7955.96,Pending
INV-3204,CUST-1014,ORD-5204,2026-08-10,2026-09-09,9038.91,Paid
INV-3205,CUST-1058,ORD-5205,2026-08-20,2026-09-19,11463.32,Pending
INV-3206,CUST-1028,ORD-5206,2026-08-21,2026-09-20,3113.04,Pending
INV-3207,CUST-1007,ORD-5207,2026-08-20,2026-09-19,9205.88,Pending
INV-3208,CUST-1013,ORD-5208,2026-08-30,2026-09-29,1055.33,Pending
INV-3209,CUST-1106,ORD-5209,2026-08-26,2026-09-25,8574.5,Pending
INV-3210,CUST-1003,ORD-5210,2026-08-05,2026-09-04,6532.76,Paid
INV-3211,CUST-1004,ORD-5211,2026-08-25,2026-09-24,6837.7,Pending
INV-3212,CUST-1080,ORD-5212,2026-09-09,2026-10-09,8810.0,Pending
INV-3213,CUST-1026,ORD-5213,2026-09-11,2026-10-11,4131.62,Pending
INV-3214,CUST-1117,ORD-5214,2026-09-06,2026-10-06,8394.75,Pending
INV-3215,CUST-1115,ORD-5215,2026-08-18,2026-09-17,13533.82,Pending
INV-3216,CUST-1069,ORD-5216,2026-08-04,2026-09-03,7408.41,Paid
INV-3217,CUST-1019,ORD-5217,2026-09-06,2026-10-06,5069.78,Pending
INV-3218,CUST-1003,ORD-5218,2026-09-03,2026-10-03,5583.3,Pending
INV-3219,CUST-1044,ORD-5219,2026-08-12,2026-09-11,883.77,Paid
INV-3220,CUST-1111,ORD-5220,2026-08-24,2026-09-23,9007.94,Pending
INV-3221,CUST-1094,ORD-5221,2026-08-28,2026-09-27,19474.59,Pending
INV-3222,CUST-1049,ORD-5222,2026-08-20,2026-09-19,11487.84,Pending
INV-3223,CUST-1109,ORD-5223,2026-09-06,2026-10-06,1707.28,Pending
INV-3224,CUST-1120,ORD-5224,2026-09-01,2026-10-01,11992.06,Pending
INV-3225,CUST-1082,ORD-5225,2026-08-22,2026-09-21,730.84,Pending
INV-3226,CUST-1045,ORD-5226,2026-08-17,2026-09-16,4690.98,Pending
INV-3227,CUST-1022,ORD-5227,2026-08-27,2026-09-26,8421.34,Pending
INV-3228,CUST-1103,ORD-5228,2026-08-03,2026-09-02,2675.05,Paid
INV-3229,CUST-1114,ORD-5229,2026-08-25,2026-09-24,1539.68,Pending
INV-3230,CUST-1079,ORD-5230,2026-08-31,2026-09-30,13431.23,Pending
INV-3231,CUST-1090,ORD-5231,2026-09-05,2026-10-05,7903.65,Pending
INV-3232,CUST-1108,ORD-5232,2026-09-01,2026-10-01,517.12,Pending
INV-3233,CUST-1038,ORD-5233,2026-09-12,2026-10-12,12506.34,Pending
INV-3234,CUST-1061,ORD-5234,2026-09-01,2026-10-01,13111.06,Pending
INV-3235,CUST-1024,ORD-5235,2026-08-29,2026-09-28,13607.76,Pending
INV-3236,CUST-1097,ORD-5236,2026-09-12,2026-10-12,3561.48,Pending
INV-3237,CUST-1008,ORD-5237,2026-08-25,2026-09-24,15330.55,Pending
INV-3238,CUST-1065,ORD-5238,2026-09-06,2026-10-06,6237.73,Pending
INV-3239,CUST-1017,ORD-5239,2026-08-03,2026-09-02,2335.24,Paid
INV-3240,CUST-1117,ORD-5240,2026-08-05,2026-09-04,13185.61,Overdue
INV-3241,CUST-1067,ORD-5241,2026-08-27,2026-09-26,10556.1,Pending
INV-3242,CUST-1112,ORD-5242,2026-09-04,2026-10-04,4983.91,Pending
INV-3243,CUST-1019,ORD-5243,2026-09-09,2026-10-09,11564.7,Pending
INV-3244,CUST-1040,ORD-5244,2026-08-18,2026-09-17,396.54,Pending
INV-3245,CUST-1100,ORD-5245,2026-08-21,2026-09-20,8160.26,Pending
INV-3246,CUST-1112,ORD-5246,2026-08-24,2026-09-23,2785.91,Pending
INV-3247,CUST-1113,ORD-5247,2026-09-06,2026-10-06,802.84,Pending
INV-3248,CUST-1007,ORD-5248,2026-08-24,2026-09-23,12306.43,Pending
INV-3249,CUST-1048,ORD-5249,2026-09-01,2026-10-01,15622.34,Pending
INV-3250,CUST-1004,ORD-5250,2026-08-25,2026-09-24,7616.46,Pending
INV-3251,CUST-1035,ORD-5251,2026-09-11,2026-10-11,1102.24,Pending
INV-3252,CUST-1033,ORD-5252,2026-09-08,2026-10-08,7122.33,Pending
INV-3253,CUST-1014,ORD-5253,2026-08-01,2026-08-31,14158.42,Paid
INV-3254,CUST-1036,ORD-5254,2026-09-10,2026-10-10,5434.91,Pending
INV-3255,CUST-1041,ORD-5255,2026-08-09,2026-09-08,13101.17,Paid
INV-3256,CUST-1069,ORD-5256,2026-09-10,2026-10-10,12889.93,Pending
INV-3257,CUST-1095,ORD-5257,2026-08-17,2026-09-16,8338.75,Pending
INV-3258,CUST-1096,ORD-5258,2026-08-20,2026-09-19,6826.53,Pending
INV-3259,CUST-1111,ORD-5259,2026-09-10,2026-10-10,2702.4,Pending
INV-3260,CUST-1007,ORD-5260,2026-08-10,2026-09-09,5763.5,Paid
INV-3261,CUST-1063,ORD-5261,2026-08-22,2026-09-21,5987.92,Pending
INV-3262,CUST-1027,ORD-5262,2026-08-11,2026-09-10,2485.86,Paid
INV-3263,CUST-1055,ORD-5263,2026-08-31,2026-09-30,839.16,Pending
INV-3264,CUST-1002,ORD-5264,2026-08-21,2026-09-20,9792.64,Pending
INV-3265,CUST-1089,ORD-5265,2026-08-23,2026-09-22,5143.06,Pending
INV-3266,CUST-1009,ORD-5266,2026-08-03,2026-09-02,8305.76,Paid
INV-3267,CUST-1046,ORD-5267,2026-08-13,2026-09-12,12194.42,Paid
INV-3268,CUST-1092,ORD-5268,2026-09-11,2026-10-11,7549.96,Pending
INV-3269,CUST-1057,ORD-5269,2026-08-25,2026-09-24,9702.9,Pending
INV-3270,CUST-1013,ORD-5270,2026-09-12,2026-10-12,7863.3,Pending
INV-3271,CUST-1064,ORD-5271,2026-08-13,2026-09-12,3805.05,Paid
INV-3272,CUST-1071,ORD-5272,2026-09-01,2026-10-01,6485.03,Pending
INV-3273,CUST-1012,ORD-5273,2026-09-02,2026-10-02,4549.82,Pending
INV-3274,CUST-1038,ORD-5274,2026-08-17,2026-09-16,1739.97,Pending
INV-3275,CUST-1047,ORD-5275,2026-08-21,2026-09-20,579.99,Pending
INV-3276,CUST-1085,ORD-5276,2026-09-11,2026-10-11,6063.82,Pending
INV-3277,CUST-1052,ORD-5277,2026-08-30,2026-09-29,5937.4,Pending
INV-3278,CUST-1117,ORD-5278,2026-09-07,2026-10-07,11854.33,Pending
INV-3279,CUST-1114,ORD-5279,2026-08-27,2026-09-26,514.55,Pending
INV-3280,CUST-1091,ORD-5280,2026-09-03,2026-10-03,3448.86,Pending
INV-3281,CUST-1056,ORD-5281,2026-09-12,2026-10-12,14199.67,Pending
INV-3282,CUST-1112,ORD-5282,2026-08-11,2026-09-10,14627.77,Paid
INV-3283,CUST-1059,ORD-5283,2026-08-29,2026-09-28,14106.52,Pending
INV-3284,CUST-1005,ORD-5284,2026-09-05,2026-10-05,5492.8,Pending
INV-3285,CUST-1039,ORD-5285,2026-09-02,2026-10-02,2334.1,Pending
INV-3286,CUST-1043,ORD-5286,2026-09-05,2026-10-05,14516.65,Pending
INV-3287,CUST-1107,ORD-5287,2026-09-10,2026-10-10,8424.62,Pending
INV-3288,CUST-1026,ORD-5288,2026-08-13,2026-09-12,5223.34,Paid
INV-3289,CUST-1085,ORD-5289,2026-09-07,2026-10-07,6953.58,Pending
INV-3290,CUST-1120,ORD-5290,2026-08-28,2026-09-27,10251.35,Pending
INV-3291,CUST-1113,ORD-5291,2026-08-21,2026-09-20,14820.0,Pending
INV-3292,CUST-1053,ORD-5292,2026-09-08,2026-10-08,14605.6,Pending
INV-3293,CUST-1118,ORD-5293,2026-08-09,2026-09-08,3922.68,Paid
INV-3294,CUST-1075,ORD-5294,2026-09-06,2026-10-06,4402.97,Pending
INV-3295,CUST-1086,ORD-5295,2026-08-04,2026-09-03,5211.28,Paid
INV-3296,CUST-1046,ORD-5296,2026-08-29,2026-09-28,12991.53,Pending
INV-3297,CUST-1007,ORD-5297,2026-08-25,2026-09-24,10699.23,Pending
INV-3298,CUST-1091,ORD-5298,2026-09-11,2026-10-11,2474.69,Pending
INV-3299,CUST-1016,ORD-5299,2026-08-25,2026-09-24,9213.9,Pending
INV-3300,CUST-1091,ORD-5300,2026-08-10,2026-09-09,8206.84,Paid
INV-3301,CUST-1102,ORD-5301,2026-09-06,2026-10-06,8741.43,Pending
INV-3302,CUST-1101,ORD-5302,2026-09-02,2026-10-02,9053.44,Pending
INV-3303,CUST-1047,ORD-5303,2026-08-19,2026-09-18,21235.25,Pending
INV-3304,CUST-1032,ORD-5304,2026-08-03,2026-09-02,6659.71,Paid
INV-3305,CUST-1066,ORD-5305,2026-09-02,2026-10-02,5796.41,Pending
INV-3306,CUST-1009,ORD-5306,2026-08-14,2026-09-13,6626.18,Pending
INV-3307,CUST-1105,ORD-5307,2026-08-05,2026-09-04,4272.97,Paid
INV-3308,CUST-1102,ORD-5308,2026-08-17,2026-09-16,930.0,Pending
INV-3309,CUST-1050,ORD-5309,2026-08-29,2026-09-28,17913.95,Pending
INV-3310,CUST-1097,ORD-5310,2026-09-07,2026-10-07,611.37,Pending
INV-3311,CUST-1101,ORD-5311,2026-08-20,2026-09-19,2471.28,Pending
INV-3312,CUST-1106,ORD-5312,2026-09-12,2026-10-12,15421.25,Pending
INV-3313,CUST-1071,ORD-5313,2026-09-05,2026-10-05,377.22,Pending
INV-3314,CUST-1051,ORD-5314,2026-09-04,2026-10-04,573.2,Pending
INV-3315,CUST-1053,ORD-5315,2026-09-11,2026-10-11,7720.62,Pending
INV-3316,CUST-1086,ORD-5316,2026-09-06,2026-10-06,9940.08,Pending
INV-3317,CUST-1043,ORD-5317,2026-08-23,2026-09-22,3789.83,Pending
INV-3318,CUST-1063,ORD-5318,2026-08-29,2026-09-28,11124.37,Pending
INV-3319,CUST-1001,ORD-5319,2026-08-21,2026-09-20,4470.41,Pending
INV-3320,CUST-1060,ORD-5320,2026-08-29,2026-09-28,3445.19,Pending
INV-3321,CUST-1115,ORD-5321,2026-09-04,2026-10-04,5847.27,Pending
INV-3322,CUST-1075,ORD-5322,2026-08-26,2026-09-25,2483.55,Pending
INV-3323,CUST-1084,ORD-5323,2026-08-10,2026-09-09,12309.17,Paid
INV-3324,CUST-1085,ORD-5324,2026-08-16,2026-09-15,4359.6,Pending
